word,pos,vector,doc_id,subcorpus,dt
age,NOUN,1,M113e9,mainstream,04/09/2008
colonoscopy,NOUN,1,M113e9,mainstream,04/09/2008
gi,NOUN,1,M113e9,mainstream,04/09/2008
condition,NOUN,1,M113e9,mainstream,04/09/2008
tissue,NOUN,1,M113e9,mainstream,04/09/2008
sample,NOUN,1,M113e9,mainstream,04/09/2008
genetic,ADJ,1,M113e9,mainstream,04/09/2008
trace,NOUN,1,M113e9,mainstream,04/09/2008
measle,NOUN,1,M113e9,mainstream,04/09/2008
virus,NOUN,1,M113e9,mainstream,04/09/2008
young,ADJ,1,M113e9,mainstream,04/09/2008
age,NOUN,1,M113e9,mainstream,04/09/2008
test,NOUN,1,M113e9,mainstream,04/09/2008
trace,NOUN,1,M113e9,mainstream,04/09/2008
measle,NOUN,1,M113e9,mainstream,04/09/2008
genetic,ADJ,1,M113e9,mainstream,04/09/2008
material,NOUN,1,M113e9,mainstream,04/09/2008
bowel,NOUN,1,M113e9,mainstream,04/09/2008
boy,NOUN,1,M113e9,mainstream,04/09/2008
autism,NOUN,1,M113e9,mainstream,04/09/2008
boy,NOUN,1,M113e9,mainstream,04/09/2008
autism,NOUN,1,M113e9,mainstream,04/09/2008
virus,NOUN,1,M113e9,mainstream,04/09/2008
more,ADJ,1,M113e9,mainstream,04/09/2008
child,NOUN,1,M113e9,mainstream,04/09/2008
early,ADJ,1,M113e9,mainstream,04/09/2008
study,NOUN,1,M113e9,mainstream,04/09/2008
concern,NOUN,1,M113e9,mainstream,04/09/2008
relationship,NOUN,1,M113e9,mainstream,04/09/2008
vaccine,NOUN,1,M113e9,mainstream,04/09/2008
autistic,ADJ,1,M113e9,mainstream,04/09/2008
child,NOUN,1,M113e9,mainstream,04/09/2008
precede,NOUN,1,M113e9,mainstream,04/09/2008
turn,NOUN,1,M113e9,mainstream,04/09/2008
autism,NOUN,1,M113e9,mainstream,04/09/2008
symptom,NOUN,1,M113e9,mainstream,04/09/2008
researcher,NOUN,1,M113e9,mainstream,04/09/2008
prominent,ADJ,1,M113e9,mainstream,04/09/2008
vaccine,NOUN,1,M113e9,mainstream,04/09/2008
critic,NOUN,1,M113e9,mainstream,04/09/2008
study,NOUN,1,M113e9,mainstream,04/09/2008
advocate,NOUN,1,M113e9,mainstream,04/09/2008
work,NOUN,1,M113e9,mainstream,04/09/2008
other,ADJ,1,M113e9,mainstream,04/09/2008
vaccine,NOUN,1,M113e9,mainstream,04/09/2008
concern,NOUN,1,M113e9,mainstream,04/09/2008
similar,ADJ,1,M113e9,mainstream,04/09/2008
study,NOUN,1,M113e9,mainstream,04/09/2008
attention,NOUN,1,M113e9,mainstream,04/09/2008
suffering,NOUN,1,M113e9,mainstream,04/09/2008
patient,NOUN,1,M113e9,mainstream,04/09/2008
son,NOUN,1,M113e9,mainstream,04/09/2008
autism,NOUN,1,M113e9,mainstream,04/09/2008
gi,NOUN,1,M113e9,mainstream,04/09/2008
disorder,NOUN,1,M113e9,mainstream,04/09/2008
medicine,NOUN,1,M113e9,mainstream,04/09/2008
parent,NOUN,1,M113e9,mainstream,04/09/2008
claim,NOUN,1,M113e9,mainstream,04/09/2008
significant,ADJ,1,M113e9,mainstream,04/09/2008
gi,NOUN,1,M113e9,mainstream,04/09/2008
distress,NOUN,1,M113e9,mainstream,04/09/2008
american,ADJ,2,M18a98,mainstream,30/11/2011
cult,NOUN,2,M18a98,mainstream,30/11/2011
leader,NOUN,2,M18a98,mainstream,30/11/2011
death,NOUN,2,M18a98,mainstream,30/11/2011
more,ADJ,2,M18a98,mainstream,30/11/2011
follower,NOUN,2,M18a98,mainstream,30/11/2011
dead,ADJ,2,M18a98,mainstream,30/11/2011
cyanide,NOUN,2,M18a98,mainstream,30/11/2011
child,NOUN,2,M18a98,mainstream,30/11/2011
first,ADJ,2,M18a98,mainstream,30/11/2011
today,NOUN,2,M18a98,mainstream,30/11/2011
government,NOUN,2,M18a98,mainstream,30/11/2011
tourist,NOUN,2,M18a98,mainstream,30/11/2011
attraction,NOUN,2,M18a98,mainstream,30/11/2011
grisly,ADJ,2,M18a98,mainstream,30/11/2011
history,NOUN,2,M18a98,mainstream,30/11/2011
excerpt,NOUN,2,M18a98,mainstream,30/11/2011
story,NOUN,2,M18a98,mainstream,30/11/2011
day,NOUN,2,M18a98,mainstream,30/11/2011
program,NOUN,2,M18a98,mainstream,30/11/2011
year,NOUN,2,M18a98,mainstream,30/11/2011
report,NOUN,2,M18a98,mainstream,30/11/2011
jungle,NOUN,2,M18a98,mainstream,30/11/2011
jonestown,ADJ,2,M18a98,mainstream,30/11/2011
building,NOUN,2,M18a98,mainstream,30/11/2011
superstitious,ADJ,2,M18a98,mainstream,30/11/2011
local,NOUN,2,M18a98,mainstream,30/11/2011
man,NOUN,2,M18a98,mainstream,30/11/2011
massacre,NOUN,2,M18a98,mainstream,30/11/2011
grim,ADJ,2,M18a98,mainstream,30/11/2011
aftermath,NOUN,2,M18a98,mainstream,30/11/2011
tourist,NOUN,2,M18a98,mainstream,30/11/2011
attraction,NOUN,2,M18a98,mainstream,30/11/2011
contributor,NOUN,2,M18a98,mainstream,30/11/2011
first,ADJ,3,M0ea6f,mainstream,26/05/2020
new,ADJ,3,M0ea6f,mainstream,26/05/2020
story,NOUN,3,M0ea6f,mainstream,26/05/2020
year,NOUN,3,M0ea6f,mainstream,26/05/2020
modern,ADJ,3,M0ea6f,mainstream,26/05/2020
plague,NOUN,3,M0ea6f,mainstream,26/05/2020
launch,NOUN,3,M0ea6f,mainstream,26/05/2020
party,NOUN,3,M0ea6f,mainstream,26/05/2020
versailleslike,ADJ,3,M0ea6f,mainstream,26/05/2020
overabundance,NOUN,3,M0ea6f,mainstream,26/05/2020
champagne,NOUN,3,M0ea6f,mainstream,26/05/2020
oyster,NOUN,3,M0ea6f,mainstream,26/05/2020
top,ADJ,3,M0ea6f,mainstream,26/05/2020
chef,NOUN,3,M0ea6f,mainstream,26/05/2020
beautiful,ADJ,3,M0ea6f,mainstream,26/05/2020
people,NOUN,3,M0ea6f,mainstream,26/05/2020
other,ADJ,3,M0ea6f,mainstream,26/05/2020
trapping,NOUN,3,M0ea6f,mainstream,26/05/2020
great,ADJ,3,M0ea6f,mainstream,26/05/2020
city,NOUN,3,M0ea6f,mainstream,26/05/2020
recent,ADJ,3,M0ea6f,mainstream,26/05/2020
afternoon,NOUN,3,M0ea6f,mainstream,26/05/2020
ghost,NOUN,3,M0ea6f,mainstream,26/05/2020
town,NOUN,3,M0ea6f,mainstream,26/05/2020
shopping,NOUN,3,M0ea6f,mainstream,26/05/2020
mall,NOUN,3,M0ea6f,mainstream,26/05/2020
anchor,NOUN,3,M0ea6f,mainstream,26/05/2020
tenant,NOUN,3,M0ea6f,mainstream,26/05/2020
bankruptcy,NOUN,3,M0ea6f,mainstream,26/05/2020
public,ADJ,3,M0ea6f,mainstream,26/05/2020
art,NOUN,3,M0ea6f,mainstream,26/05/2020
sculpture,NOUN,3,M0ea6f,mainstream,26/05/2020
reviewer,NOUN,3,M0ea6f,mainstream,26/05/2020
giant,ADJ,3,M0ea6f,mainstream,26/05/2020
done,ADJ,3,M0ea6f,mainstream,26/05/2020
tourist,NOUN,3,M0ea6f,mainstream,26/05/2020
empty,ADJ,3,M0ea6f,mainstream,26/05/2020
security,NOUN,3,M0ea6f,mainstream,26/05/2020
guard,NOUN,3,M0ea6f,mainstream,26/05/2020
base,NOUN,3,M0ea6f,mainstream,26/05/2020
only,ADJ,3,M0ea6f,mainstream,26/05/2020
foot,NOUN,3,M0ea6f,mainstream,26/05/2020
traffic,NOUN,3,M0ea6f,mainstream,26/05/2020
steady,ADJ,3,M0ea6f,mainstream,26/05/2020
stream,NOUN,3,M0ea6f,mainstream,26/05/2020
soldier,NOUN,3,M0ea6f,mainstream,26/05/2020
patient,NOUN,3,M0ea6f,mainstream,26/05/2020
hastilyerected,ADJ,3,M0ea6f,mainstream,26/05/2020
field,NOUN,3,M0ea6f,mainstream,26/05/2020
hospital,NOUN,3,M0ea6f,mainstream,26/05/2020
nearby,ADJ,3,M0ea6f,mainstream,26/05/2020
convention,NOUN,3,M0ea6f,mainstream,26/05/2020
centre,NOUN,3,M0ea6f,mainstream,26/05/2020
sixfoot,NOUN,3,M0ea6f,mainstream,26/05/2020
interval,NOUN,3,M0ea6f,mainstream,26/05/2020
free,ADJ,3,M0ea6f,mainstream,26/05/2020
meal,NOUN,3,M0ea6f,mainstream,26/05/2020
storefront,NOUN,3,M0ea6f,mainstream,26/05/2020
soup,NOUN,3,M0ea6f,mainstream,26/05/2020
kitchen,NOUN,3,M0ea6f,mainstream,26/05/2020
delivery,NOUN,3,M0ea6f,mainstream,26/05/2020
driver,NOUN,3,M0ea6f,mainstream,26/05/2020
postal,ADJ,3,M0ea6f,mainstream,26/05/2020
worker,NOUN,3,M0ea6f,mainstream,26/05/2020
office,NOUN,3,M0ea6f,mainstream,26/05/2020
cleaner,NOUN,3,M0ea6f,mainstream,26/05/2020
other,NOUN,3,M0ea6f,mainstream,26/05/2020
frontline,NOUN,3,M0ea6f,mainstream,26/05/2020
struggle,NOUN,3,M0ea6f,mainstream,26/05/2020
tableau,NOUN,3,M0ea6f,mainstream,26/05/2020
reminder,NOUN,3,M0ea6f,mainstream,26/05/2020
virus,NOUN,3,M0ea6f,mainstream,26/05/2020
more,ADJ,3,M0ea6f,mainstream,26/05/2020
death,NOUN,3,M0ea6f,mainstream,26/05/2020
other,ADJ,3,M0ea6f,mainstream,26/05/2020
city,NOUN,3,M0ea6f,mainstream,26/05/2020
world,NOUN,3,M0ea6f,mainstream,26/05/2020
matter,NOUN,3,M0ea6f,mainstream,26/05/2020
week,NOUN,3,M0ea6f,mainstream,26/05/2020
inch,NOUN,3,M0ea6f,mainstream,26/05/2020
reopening,NOUN,3,M0ea6f,mainstream,26/05/2020
next,ADJ,3,M0ea6f,mainstream,26/05/2020
month,NOUN,3,M0ea6f,mainstream,26/05/2020
trepidation,NOUN,3,M0ea6f,mainstream,26/05/2020
city,NOUN,3,M0ea6f,mainstream,26/05/2020
pandemic,ADJ,3,M0ea6f,mainstream,26/05/2020
sort,NOUN,3,M0ea6f,mainstream,26/05/2020
future,NOUN,3,M0ea6f,mainstream,26/05/2020
other,ADJ,3,M0ea6f,mainstream,26/05/2020
side,NOUN,3,M0ea6f,mainstream,26/05/2020
More,ADJ,3,M0ea6f,mainstream,26/05/2020
other,ADJ,3,M0ea6f,mainstream,26/05/2020
large,ADJ,3,M0ea6f,mainstream,26/05/2020
city,NOUN,3,M0ea6f,mainstream,26/05/2020
urban,ADJ,3,M0ea6f,mainstream,26/05/2020
characteristic,NOUN,3,M0ea6f,mainstream,26/05/2020
virus,NOUN,3,M0ea6f,mainstream,26/05/2020
vulnerability,NOUN,3,M0ea6f,mainstream,26/05/2020
population,NOUN,3,M0ea6f,mainstream,26/05/2020
density,NOUN,3,M0ea6f,mainstream,26/05/2020
skyhigh,NOUN,3,M0ea6f,mainstream,26/05/2020
cost,NOUN,3,M0ea6f,mainstream,26/05/2020
reliance,NOUN,3,M0ea6f,mainstream,26/05/2020
retail,ADJ,3,M0ea6f,mainstream,26/05/2020
culture,NOUN,3,M0ea6f,mainstream,26/05/2020
tourism,NOUN,3,M0ea6f,mainstream,26/05/2020
dependence,NOUN,3,M0ea6f,mainstream,26/05/2020
crowded,ADJ,3,M0ea6f,mainstream,26/05/2020
public,ADJ,3,M0ea6f,mainstream,26/05/2020
transport,NOUN,3,M0ea6f,mainstream,26/05/2020
modern,ADJ,3,M0ea6f,mainstream,26/05/2020
history,NOUN,3,M0ea6f,mainstream,26/05/2020
periodic,ADJ,3,M0ea6f,mainstream,26/05/2020
disaster,NOUN,3,M0ea6f,mainstream,26/05/2020
fear,NOUN,3,M0ea6f,mainstream,26/05/2020
exodus,NOUN,3,M0ea6f,mainstream,26/05/2020
other,ADJ,3,M0ea6f,mainstream,26/05/2020
city,NOUN,3,M0ea6f,mainstream,26/05/2020
cheap,ADJ,3,M0ea6f,mainstream,26/05/2020
safe,ADJ,3,M0ea6f,mainstream,26/05/2020
convenient,ADJ,3,M0ea6f,mainstream,26/05/2020
fiscal,ADJ,3,M0ea6f,mainstream,26/05/2020
crisis,NOUN,3,M0ea6f,mainstream,26/05/2020
decay,NOUN,3,M0ea6f,mainstream,26/05/2020
stock,NOUN,3,M0ea6f,mainstream,26/05/2020
market,NOUN,3,M0ea6f,mainstream,26/05/2020
crash,NOUN,3,M0ea6f,mainstream,26/05/2020
terrorist,ADJ,3,M0ea6f,mainstream,26/05/2020
attack,NOUN,3,M0ea6f,mainstream,26/05/2020
financial,ADJ,3,M0ea6f,mainstream,26/05/2020
crisis,NOUN,3,M0ea6f,mainstream,26/05/2020
various,ADJ,3,M0ea6f,mainstream,26/05/2020
hurricane,NOUN,3,M0ea6f,mainstream,26/05/2020
flood,NOUN,3,M0ea6f,mainstream,26/05/2020
power,NOUN,3,M0ea6f,mainstream,26/05/2020
failure,NOUN,3,M0ea6f,mainstream,26/05/2020
case,NOUN,3,M0ea6f,mainstream,26/05/2020
doomsayer,NOUN,3,M0ea6f,mainstream,26/05/2020
wrong,ADJ,3,M0ea6f,mainstream,26/05/2020
city,NOUN,3,M0ea6f,mainstream,26/05/2020
strong,ADJ,3,M0ea6f,mainstream,26/05/2020
way,NOUN,3,M0ea6f,mainstream,26/05/2020
example,NOUN,3,M0ea6f,mainstream,26/05/2020
rise,NOUN,3,M0ea6f,mainstream,26/05/2020
vibrant,ADJ,3,M0ea6f,mainstream,26/05/2020
downtown,NOUN,3,M0ea6f,mainstream,26/05/2020
motion,NOUN,3,M0ea6f,mainstream,26/05/2020
25bn,ADJ,3,M0ea6f,mainstream,26/05/2020
development,NOUN,3,M0ea6f,mainstream,26/05/2020
large,ADJ,3,M0ea6f,mainstream,26/05/2020
world,NOUN,3,M0ea6f,mainstream,26/05/2020
financial,ADJ,3,M0ea6f,mainstream,26/05/2020
capital,NOUN,3,M0ea6f,mainstream,26/05/2020
technology,NOUN,3,M0ea6f,mainstream,26/05/2020
hub,NOUN,3,M0ea6f,mainstream,26/05/2020
magnetic,ADJ,3,M0ea6f,mainstream,26/05/2020
pull,NOUN,3,M0ea6f,mainstream,26/05/2020
new,ADJ,3,M0ea6f,mainstream,26/05/2020
generation,NOUN,3,M0ea6f,mainstream,26/05/2020
talent,NOUN,3,M0ea6f,mainstream,26/05/2020
one,NOUN,3,M0ea6f,mainstream,26/05/2020
cheap,ADJ,3,M0ea6f,mainstream,26/05/2020
easy,ADJ,3,M0ea6f,mainstream,26/05/2020
talent,NOUN,3,M0ea6f,mainstream,26/05/2020
chief,ADJ,3,M0ea6f,mainstream,26/05/2020
executive,NOUN,3,M0ea6f,mainstream,26/05/2020
tristate,ADJ,3,M0ea6f,mainstream,26/05/2020
area,NOUN,3,M0ea6f,mainstream,26/05/2020
real,ADJ,3,M0ea6f,mainstream,26/05/2020
estate,NOUN,3,M0ea6f,mainstream,26/05/2020
service,NOUN,3,M0ea6f,mainstream,26/05/2020
group,NOUN,3,M0ea6f,mainstream,26/05/2020
veteran,NOUN,3,M0ea6f,mainstream,26/05/2020
city,NOUN,3,M0ea6f,mainstream,26/05/2020
government,NOUN,3,M0ea6f,mainstream,26/05/2020
revival,NOUN,3,M0ea6f,mainstream,26/05/2020
late,ADJ,3,M0ea6f,mainstream,26/05/2020
1980,NOUN,3,M0ea6f,mainstream,26/05/2020
new,ADJ,3,M0ea6f,mainstream,26/05/2020
task,NOUN,3,M0ea6f,mainstream,26/05/2020
force,NOUN,3,M0ea6f,mainstream,26/05/2020
recovery,NOUN,3,M0ea6f,mainstream,26/05/2020
next,ADJ,3,M0ea6f,mainstream,26/05/2020
month,NOUN,3,M0ea6f,mainstream,26/05/2020
difficult,ADJ,3,M0ea6f,mainstream,26/05/2020
talent,NOUN,3,M0ea6f,mainstream,26/05/2020
doubt,NOUN,3,M0ea6f,mainstream,26/05/2020
economic,ADJ,3,M0ea6f,mainstream,26/05/2020
matter,NOUN,3,M0ea6f,mainstream,26/05/2020
other,ADJ,3,M0ea6f,mainstream,26/05/2020
civic,ADJ,3,M0ea6f,mainstream,26/05/2020
leader,NOUN,3,M0ea6f,mainstream,26/05/2020
reflexive,ADJ,3,M0ea6f,mainstream,26/05/2020
faith,NOUN,3,M0ea6f,mainstream,26/05/2020
future,NOUN,3,M0ea6f,mainstream,26/05/2020
unique,ADJ,3,M0ea6f,mainstream,26/05/2020
opportunity,NOUN,3,M0ea6f,mainstream,26/05/2020
city,NOUN,3,M0ea6f,mainstream,26/05/2020
nettlesome,ADJ,3,M0ea6f,mainstream,26/05/2020
business,NOUN,3,M0ea6f,mainstream,26/05/2020
regulation,NOUN,3,M0ea6f,mainstream,26/05/2020
generation,NOUN,3,M0ea6f,mainstream,26/05/2020
new,ADJ,3,M0ea6f,mainstream,26/05/2020
industry,NOUN,3,M0ea6f,mainstream,26/05/2020
social,ADJ,3,M0ea6f,mainstream,26/05/2020
inequity,NOUN,3,M0ea6f,mainstream,26/05/2020
crisis,NOUN,3,M0ea6f,mainstream,26/05/2020
moment,NOUN,3,M0ea6f,mainstream,26/05/2020
breakpoint,NOUN,3,M0ea6f,mainstream,26/05/2020
moment,NOUN,3,M0ea6f,mainstream,26/05/2020
citys,NOUN,3,M0ea6f,mainstream,26/05/2020
history,NOUN,3,M0ea6f,mainstream,26/05/2020
time,NOUN,3,M0ea6f,mainstream,26/05/2020
anew,ADJ,3,M0ea6f,mainstream,26/05/2020
uncertainty,NOUN,3,M0ea6f,mainstream,26/05/2020
ardent,ADJ,3,M0ea6f,mainstream,26/05/2020
supporter,NOUN,3,M0ea6f,mainstream,26/05/2020
city,NOUN,3,M0ea6f,mainstream,26/05/2020
immediate,ADJ,3,M0ea6f,mainstream,26/05/2020
catastrophe,NOUN,3,M0ea6f,mainstream,26/05/2020
many,ADJ,3,M0ea6f,mainstream,26/05/2020
troubling,ADJ,3,M0ea6f,mainstream,26/05/2020
sense,NOUN,3,M0ea6f,mainstream,26/05/2020
time,NOUN,3,M0ea6f,mainstream,26/05/2020
different,ADJ,3,M0ea6f,mainstream,26/05/2020
complicated,ADJ,3,M0ea6f,mainstream,26/05/2020
charitable,ADJ,3,M0ea6f,mainstream,26/05/2020
fund,NOUN,3,M0ea6f,mainstream,26/05/2020
terror,NOUN,3,M0ea6f,mainstream,26/05/2020
attack,NOUN,3,M0ea6f,mainstream,26/05/2020
advisory,NOUN,3,M0ea6f,mainstream,26/05/2020
group,NOUN,3,M0ea6f,mainstream,26/05/2020
deep,ADJ,3,M0ea6f,mainstream,26/05/2020
longerlasting,NOUN,3,M0ea6f,mainstream,26/05/2020
impact,NOUN,3,M0ea6f,mainstream,26/05/2020
brutal,ADJ,3,M0ea6f,mainstream,26/05/2020
devastating,ADJ,3,M0ea6f,mainstream,26/05/2020
world,NOUN,3,M0ea6f,mainstream,26/05/2020
city,NOUN,3,M0ea6f,mainstream,26/05/2020
economy,NOUN,3,M0ea6f,mainstream,26/05/2020
day,NOUN,3,M0ea6f,mainstream,26/05/2020
policy,NOUN,3,M0ea6f,mainstream,26/05/2020
vast,ADJ,3,M0ea6f,mainstream,26/05/2020
sum,NOUN,3,M0ea6f,mainstream,26/05/2020
liquidity,NOUN,3,M0ea6f,mainstream,26/05/2020
financial,ADJ,3,M0ea6f,mainstream,26/05/2020
system,NOUN,3,M0ea6f,mainstream,26/05/2020
coronavirus,NOUN,3,M0ea6f,mainstream,26/05/2020
quick,ADJ,3,M0ea6f,mainstream,26/05/2020
fix,NOUN,3,M0ea6f,mainstream,26/05/2020
sight,NOUN,3,M0ea6f,mainstream,26/05/2020
citys,NOUN,3,M0ea6f,mainstream,26/05/2020
