,doc,word,wordavg,percent_of_total,JSD,final_JSD,dt,vector,wordCount_x,doc_id,wordCount_y
48,1991,Interpersonal_violence,0.0087111634666666,0.008708383,1.057959062862646e-05,0.08441128322784126,01/01/1991,1991.0,383689.0,1991.0,12750846.0
49,1991,Lower_respiratory_infections,0.0575575027666666,0.074511148,0.024167289928203158,0.08441128322784126,01/01/1991,1991.0,3282941.0,1991.0,83768028.0
50,1991,Malaria,0.0173775603333333,0.019495898,0.005568862229575506,0.08441128322784126,01/01/1991,1991.0,858984.0,1991.0,25342671.0
51,1991,Maternal_disorders,0.0053175714333333,0.006769697,0.0066320533656415315,0.08441128322784126,01/01/1991,1991.0,298271.0,1991.0,7726815.0
52,1991,Meningitis,0.0072578576333333,0.009728181,0.009534413520793015,0.08441128322784126,01/01/1991,1991.0,428621.0,1991.0,10524355.0
53,1991,Neonatal_disorders,0.0528678873,0.067523951,0.021811060056979935,0.08441128322784126,01/01/1991,1991.0,2975087.0,1991.0,76857422.0
54,1991,Neoplasms,0.1556181686999999,0.133182049,0.02257728881839139,0.08441128322784126,01/01/1991,1991.0,5867965.0,1991.0,229747730.0
55,1991,Nutritional_deficiencies,0.0096164945999999,0.016549012,0.021698079782434043,0.08441128322784126,01/01/1991,1991.0,729145.0,1991.0,13791568.0
56,1991,Parkinson_s_disease,0.0048331239,0.003424329,0.007786674575033142,0.08441128322784126,01/01/1991,1991.0,150875.0,1991.0,7179349.0
57,1991,Poisonings,0.0017805711666666,0.001993044,0.0017314874365390105,0.08441128322784126,01/01/1991,1991.0,87813.0,1991.0,2601033.0
58,1991,Protein_energy_malnutrition,0.0083915299,0.014321763,0.01990103420572313,0.08441128322784126,01/01/1991,1991.0,631013.0,1991.0,12031459.0
59,1991,Road_injuries_,0.0247633793333333,0.025352494,0.0013325934056648365,0.08441128322784126,01/01/1991,1991.0,1117024.0,1991.0,36293801.0
60,1991,Self_harm,0.0162162425333333,0.01708079,0.0023890524851413837,0.08441128322784126,01/01/1991,1991.0,752575.0,1991.0,23713260.0
61,1991,Tuberculosis,0.0315565127333333,0.040544711,0.01706825427014127,0.08441128322784126,01/01/1991,1991.0,1786389.0,1991.0,45849852.0
62,1992,Acute_hepatitis,0.0026176526333333,0.003681741,0.006730110772155985,0.07527708410661332,01/01/1992,1992.0,163687.0,1992.0,3784748.0
63,1992,Alcohol_use_disorders,0.0032809171,0.002961484,0.0020251045785766634,0.07527708410661332,01/01/1992,1992.0,131665.0,1992.0,4818867.0
64,1992,Alzheimer_s_disease_and_other_dementias,0.0199930084666666,0.013628112,0.01755604643942955,0.07527708410661332,01/01/1992,1992.0,605894.0,1992.0,29767210.0
65,1992,Cardiovascular_diseases,0.3039135356333333,0.279762087,0.018784862592233477,0.07527708410661332,01/01/1992,1992.0,12437979.0,1992.0,447714842.0
66,1992,Chronic_kidney_disease,0.0194712654666666,0.014173917,0.014592855430648427,0.07527708410661332,01/01/1992,1992.0,630160.0,1992.0,28909412.0
67,1992,Chronic_respiratory_diseases,0.0712593995333333,0.072152019,0.0012232154416141458,0.07527708410661332,01/01/1992,1992.0,3207816.0,1992.0,104603397.0
68,1992,Cirrhosis_and_other_chronic_liver_diseases,0.0254569589333333,0.023458691,0.0045744168376000705,0.07527708410661332,01/01/1992,1992.0,1042953.0,1992.0,37476376.0
69,1992,Conflict_and_terrorism,0.0022595191,0.001395956,0.00718194657458623,0.07527708410661332,01/01/1992,1992.0,62063.0,1992.0,3294053.0
70,1992,Diabetes_mellitus,0.0211992707333333,0.015795473,0.014204189291469736,0.07527708410661332,01/01/1992,1992.0,702253.0,1992.0,31445907.0
71,1992,Diarrheal_diseases,0.0457486245666666,0.064594359,0.029251042726227246,0.07527708410661332,01/01/1992,1992.0,2871809.0,1992.0,66234950.0
72,1992,Digestive_diseases,0.0446275642333333,0.042820429,0.0031247040343587032,0.07527708410661332,01/01/1992,1992.0,1903759.0,1992.0,65634720.0
73,1992,Drowning,0.0071236388333333,0.010055437,0.011259840792225617,0.07527708410661332,01/01/1992,1992.0,447056.0,1992.0,10301680.0
74,1992,Drug_use_disorders,0.0017981281999999,0.001503088,0.0025713563727322144,0.07527708410661332,01/01/1992,1992.0,66826.0,1992.0,2656068.0
75,1992,Environmental_heat_and_cold_exposure,0.0012280231333333,0.00134789,0.001181848281214816,0.07527708410661332,01/01/1992,1992.0,59926.0,1992.0,1788841.0
76,1992,Exposure_to_forces_of_nature,0.001022777,0.000270586,0.010799399780768612,0.07527708410661332,01/01/1992,1992.0,12030.0,1992.0,1490132.0
77,1992,Fire__heat__and_hot_substances,0.0024682614333333,0.002811459,0.002365568127317031,0.07527708410661332,01/01/1992,1992.0,124995.0,1992.0,3602770.0
78,1992,HIV_AIDS,0.0246658895666666,0.012147561,0.03325183661169694,0.07527708410661332,01/01/1992,1992.0,540070.0,1992.0,36363057.0
79,1992,Interpersonal_violence,0.0087111634666666,0.009158434,0.0016805609517299722,0.07527708410661332,01/01/1992,1992.0,407176.0,1992.0,12750846.0
80,1992,Lower_respiratory_infections,0.0575575027666666,0.0732986,0.02253167861649001,0.07527708410661332,01/01/1992,1992.0,3258792.0,1992.0,83768028.0
81,1992,Malaria,0.0173775603333333,0.019262973,0.0049716983577015594,0.07527708410661332,01/01/1992,1992.0,856415.0,1992.0,25342671.0
82,1992,Maternal_disorders,0.0053175714333333,0.006732026,0.006469680530384967,0.07527708410661332,01/01/1992,1992.0,299300.0,1992.0,7726815.0
83,1992,Meningitis,0.0072578576333333,0.009591731,0.009042375667663704,0.07527708410661332,01/01/1992,1992.0,426440.0,1992.0,10524355.0
84,1992,Neonatal_disorders,0.0528678873,0.066361532,0.02016937677232937,0.07527708410661332,01/01/1992,1992.0,2950376.0,1992.0,76857422.0
85,1992,Neoplasms,0.1556181686999999,0.134867641,0.020829278401071544,0.07527708410661332,01/01/1992,1992.0,5996098.0,1992.0,229747730.0
86,1992,Nutritional_deficiencies,0.0096164945999999,0.015759733,0.01950118199255205,0.07527708410661332,01/01/1992,1992.0,700664.0,1992.0,13791568.0
87,1992,Parkinson_s_disease,0.0048331239,0.003483784,0.0074297120970623545,0.07527708410661332,01/01/1992,1992.0,154886.0,1992.0,7179349.0
88,1992,Poisonings,0.0017805711666666,0.00198913,0.0017004563261699538,0.07527708410661332,01/01/1992,1992.0,88435.0,1992.0,2601033.0
89,1992,Protein_energy_malnutrition,0.0083915299,0.013630834,0.017835254451059258,0.07527708410661332,01/01/1992,1992.0,606015.0,1992.0,12031459.0
90,1992,Road_injuries_,0.0247633793333333,0.02531687,0.001252443098631787,0.07527708410661332,01/01/1992,1992.0,1125566.0,1992.0,36293801.0
91,1992,Self_harm,0.0162162425333333,0.01732571,0.0030549352323605092,0.07527708410661332,01/01/1992,1992.0,770286.0,1992.0,23713260.0
92,1992,Tuberculosis,0.0315565127333333,0.040660715,0.01727566314817691,0.07527708410661332,01/01/1992,1992.0,1807740.0,1992.0,45849852.0
93,1993,Acute_hepatitis,0.0026176526333333,0.003582969,0.00615145077699262,0.06545083809180643,01/01/1993,1993.0,161899.0,1993.0,3784748.0
94,1993,Alcohol_use_disorders,0.0032809171,0.003184657,0.0005995479062793792,0.06545083809180643,01/01/1993,1993.0,143901.0,1993.0,4818867.0
95,1993,Alzheimer_s_disease_and_other_dementias,0.0199930084666666,0.013932966,0.016635714195927315,0.06545083809180643,01/01/1993,1993.0,629571.0,1993.0,29767210.0
96,1993,Cardiovascular_diseases,0.3039135356333333,0.283322031,0.015986954396911866,0.06545083809180643,01/01/1993,1993.0,12802108.0,1993.0,447714842.0
97,1993,Chronic_kidney_disease,0.0194712654666666,0.014324329,0.014145582414184737,0.06545083809180643,01/01/1993,1993.0,647255.0,1993.0,28909412.0
98,1993,Chronic_respiratory_diseases,0.0712593995333333,0.072293028,0.0014158087473124645,0.06545083809180643,01/01/1993,1993.0,3266612.0,1993.0,104603397.0
99,1993,Cirrhosis_and_other_chronic_liver_diseases,0.0254569589333333,0.023629814,0.004175473372862082,0.06545083809180643,01/01/1993,1993.0,1067730.0,1993.0,37476376.0
100,1993,Conflict_and_terrorism,0.0022595191,0.001388337,0.00725362747289976,0.06545083809180643,01/01/1993,1993.0,62733.0,1993.0,3294053.0
101,1993,Diabetes_mellitus,0.0211992707333333,0.016112991,0.01331060394045393,0.06545083809180643,01/01/1993,1993.0,728077.0,1993.0,31445907.0
102,1993,Diarrheal_diseases,0.0457486245666666,0.061935838,0.02540173455547693,0.06545083809180643,01/01/1993,1993.0,2798615.0,1993.0,66234950.0
103,1993,Digestive_diseases,0.0446275642333333,0.042924099,0.002943773041805902,0.06545083809180643,01/01/1993,1993.0,1939556.0,1993.0,65634720.0
104,1993,Drowning,0.0071236388333333,0.00985785,0.010558538811192416,0.06545083809180643,01/01/1993,1993.0,445434.0,1993.0,10301680.0
105,1993,Drug_use_disorders,0.0017981281999999,0.001584638,0.0018374842935561958,0.06545083809180643,01/01/1993,1993.0,71603.0,1993.0,2656068.0
106,1993,Environmental_heat_and_cold_exposure,0.0012280231333333,0.001478609,0.0024116632443299062,0.06545083809180643,01/01/1993,1993.0,66812.0,1993.0,1788841.0
107,1993,Exposure_to_forces_of_nature,0.001022777,0.000472915,0.007195769236656912,0.06545083809180643,01/01/1993,1993.0,21369.0,1993.0,1490132.0
108,1993,Fire__heat__and_hot_substances,0.0024682614333333,0.002821533,0.002432739460696115,0.06545083809180643,01/01/1993,1993.0,127493.0,1993.0,3602770.0
109,1993,HIV_AIDS,0.0246658895666666,0.014705157,0.02548641817388864,0.06545083809180643,01/01/1993,1993.0,664463.0,1993.0,36363057.0
110,1993,Interpersonal_violence,0.0087111634666666,0.009579532,0.0032257810176136836,0.06545083809180643,01/01/1993,1993.0,432858.0,1993.0,12750846.0
111,1993,Lower_respiratory_infections,0.0575575027666666,0.071415759,0.019966238054841108,0.06545083809180643,01/01/1993,1993.0,3226972.0,1993.0,83768028.0
112,1993,Malaria,0.0173775603333333,0.019081607,0.004504232680799326,0.06545083809180643,01/01/1993,1993.0,862216.0,1993.0,25342671.0
113,1993,Maternal_disorders,0.0053175714333333,0.006496832,0.005445277345822607,0.06545083809180643,01/01/1993,1993.0,293564.0,1993.0,7726815.0
114,1993,Meningitis,0.0072578576333333,0.009313475,0.008027776408722563,0.06545083809180643,01/01/1993,1993.0,420836.0,1993.0,10524355.0
115,1993,Neonatal_disorders,0.0528678873,0.064721453,0.01782954288767753,0.06545083809180643,01/01/1993,1993.0,2924485.0,1993.0,76857422.0
116,1993,Neoplasms,0.1556181686999999,0.13648272,0.019162827461430443,0.06545083809180643,01/01/1993,1993.0,6167069.0,1993.0,229747730.0
117,1993,Nutritional_deficiencies,0.0096164945999999,0.014921066,0.017103352502925426,0.06545083809180643,01/01/1993,1993.0,674219.0,1993.0,13791568.0
118,1993,Parkinson_s_disease,0.0048331239,0.003546453,0.007056580264429917,0.06545083809180643,01/01/1993,1993.0,160249.0,1993.0,7179349.0
119,1993,Poisonings,0.0017805711666666,0.001992577,0.001727786571394468,0.06545083809180643,01/01/1993,1993.0,90036.0,1993.0,2601033.0
120,1993,Protein_energy_malnutrition,0.0083915299,0.012922647,0.0156606401616182,0.06545083809180643,01/01/1993,1993.0,583919.0,1993.0,12031459.0
121,1993,Road_injuries_,0.0247633793333333,0.025172647,0.0009273920921650349,0.06545083809180643,01/01/1993,1993.0,1137444.0,1993.0,36293801.0
122,1993,Self_harm,0.0162162425333333,0.01752554,0.0035947827031617475,0.06545083809180643,01/01/1993,1993.0,791904.0,1993.0,23713260.0
123,1993,Tuberculosis,0.0315565127333333,0.039275932,0.014780351511191104,0.06545083809180643,01/01/1993,1993.0,1774711.0,1993.0,45849852.0
124,1994,Acute_hepatitis,0.0026176526333333,0.003452013,0.005371396630490441,0.0723051290446775,01/01/1994,1994.0,159423.0,1994.0,3784748.0
125,1994,Alcohol_use_disorders,0.0032809171,0.003331535,0.00031175548228400417,0.0723051290446775,01/01/1994,1994.0,153859.0,1994.0,4818867.0
126,1994,Alzheimer_s_disease_and_other_dementias,0.0199930084666666,0.014121678,0.016070727572687078,0.0723051290446775,01/01/1994,1994.0,652176.0,1994.0,29767210.0
127,1994,Cardiovascular_diseases,0.3039135356333333,0.282060459,0.01697727010181901,0.0723051290446775,01/01/1994,1994.0,13026289.0,1994.0,447714842.0
128,1994,Chronic_kidney_disease,0.0194712654666666,0.014407262,0.01389991663182267,0.0723051290446775,01/01/1994,1994.0,665365.0,1994.0,28909412.0
129,1994,Chronic_respiratory_diseases,0.0712593995333333,0.071396826,0.0001887834429322975,0.0723051290446775,01/01/1994,1994.0,3297292.0,1994.0,104603397.0
130,1994,Cirrhosis_and_other_chronic_liver_diseases,0.0254569589333333,0.02358747,0.004274060753105713,0.0723051290446775,01/01/1994,1994.0,1089331.0,1994.0,37476376.0
131,1994,Conflict_and_terrorism,0.0022595191,0.01225747,0.04365048453884579,0.0723051290446775,01/01/1994,1994.0,566082.0,1994.0,3294053.0
132,1994,Diabetes_mellitus,0.0211992707333333,0.016267031,0.01288009567240183,0.0723051290446775,01/01/1994,1994.0,751254.0,1994.0,31445907.0
133,1994,Diarrheal_diseases,0.0457486245666666,0.059336162,0.021559437159127212,0.0723051290446775,01/01/1994,1994.0,2740299.0,1994.0,66234950.0
134,1994,Digestive_diseases,0.0446275642333333,0.042606273,0.0034991217542875933,0.0723051290446775,01/01/1994,1994.0,1967669.0,1994.0,65634720.0
135,1994,Drowning,0.0071236388333333,0.009599933,0.009632155767766592,0.0723051290446775,01/01/1994,1994.0,443350.0,1994.0,10301680.0
136,1994,Drug_use_disorders,0.0017981281999999,0.001661166,0.0011654926897483662,0.0723051290446775,01/01/1994,1994.0,76717.0,1994.0,2656068.0
137,1994,Environmental_heat_and_cold_exposure,0.0012280231333333,0.001565633,0.003199870944930403,0.0723051290446775,01/01/1994,1994.0,72305.0,1994.0,1788841.0
138,1994,Exposure_to_forces_of_nature,0.001022777,0.000275363,0.010703349055398673,0.0723051290446775,01/01/1994,1994.0,12717.0,1994.0,1490132.0
139,1994,Fire__heat__and_hot_substances,0.0024682614333333,0.002806489,0.0023323842965366254,0.0723051290446775,01/01/1994,1994.0,129611.0,1994.0,3602770.0
140,1994,HIV_AIDS,0.0246658895666666,0.017326196,0.01814534130205138,0.0723051290446775,01/01/1994,1994.0,800169.0,1994.0,36363057.0
141,1994,Interpersonal_violence,0.0087111634666666,0.009570073,0.0031914485376482713,0.0723051290446775,01/01/1994,1994.0,441971.0,1994.0,12750846.0
142,1994,Lower_respiratory_infections,0.0575575027666666,0.069014826,0.01664787924278909,0.0723051290446775,01/01/1994,1994.0,3187285.0,1994.0,83768028.0
143,1994,Malaria,0.0173775603333333,0.01852799,0.00306351206715907,0.0723051290446775,01/01/1994,1994.0,855671.0,1994.0,25342671.0
144,1994,Maternal_disorders,0.0053175714333333,0.006347584,0.004785405198297341,0.0723051290446775,01/01/1994,1994.0,293148.0,1994.0,7726815.0
145,1994,Meningitis,0.0072578576333333,0.00896006,0.006716584958552174,0.0723051290446775,01/01/1994,1994.0,413799.0,1994.0,10524355.0
146,1994,Neonatal_disorders,0.0528678873,0.062718517,0.014933300567877665,0.0723051290446775,01/01/1994,1994.0,2896505.0,1994.0,76857422.0
147,1994,Neoplasms,0.1556181686999999,0.136329791,0.019320270963707153,0.0723051290446775,01/01/1994,1994.0,6296066.0,1994.0,229747730.0
148,1994,Nutritional_deficiencies,0.0096164945999999,0.014070252,0.01459855187452706,0.0723051290446775,01/01/1994,1994.0,649801.0,1994.0,13791568.0
149,1994,Parkinson_s_disease,0.0048331239,0.00355937,0.006980064483446165,0.0723051290446775,01/01/1994,1994.0,164381.0,1994.0,7179349.0
150,1994,Poisonings,0.0017805711666666,0.001968208,0.00153405574697547,0.0723051290446775,01/01/1994,1994.0,90897.0,1994.0,2601033.0
151,1994,Protein_energy_malnutrition,0.0083915299,0.012213384,0.013420028717883491,0.0723051290446775,01/01/1994,1994.0,564046.0,1994.0,12031459.0
152,1994,Road_injuries_,0.0247633793333333,0.024980007,0.0004917971868069506,0.0723051290446775,01/01/1994,1994.0,1153642.0,1994.0,36293801.0
153,1994,Self_harm,0.0162162425333333,0.017705408,0.0040780980976151985,0.0723051290446775,01/01/1994,1994.0,817682.0,1994.0,23713260.0
154,1994,Tuberculosis,0.0315565127333333,0.037975569,0.012397405948763218,0.0723051290446775,01/01/1994,1994.0,1753811.0,1994.0,45849852.0
155,1995,Acute_hepatitis,0.0026176526333333,0.003403706,0.005079813772330182,0.055040929647417546,01/01/1995,1995.0,157173.0,1995.0,3784748.0
156,1995,Alcohol_use_disorders,0.0032809171,0.003393766,0.0006918122166802219,0.055040929647417546,01/01/1995,1995.0,156714.0,1995.0,4818867.0
157,1995,Alzheimer_s_disease_and_other_dementias,0.0199930084666666,0.014613655,0.01461424911585932,0.055040929647417546,01/01/1995,1995.0,674815.0,1995.0,29767210.0
158,1995,Cardiovascular_diseases,0.3039135356333333,0.28432438,0.015201059039169091,0.055040929647417546,01/01/1995,1995.0,13129252.0,1995.0,447714842.0
159,1995,Chronic_kidney_disease,0.0194712654666666,0.014806088,0.012727738024983578,0.055040929647417546,01/01/1995,1995.0,683701.0,1995.0,28909412.0
160,1995,Chronic_respiratory_diseases,0.0712593995333333,0.071752035,0.0006759601286440264,0.055040929647417546,01/01/1995,1995.0,3313295.0,1995.0,104603397.0
161,1995,Cirrhosis_and_other_chronic_liver_diseases,0.0254569589333333,0.023916226,0.003510864639063106,0.055040929647417546,01/01/1995,1995.0,1104380.0,1995.0,37476376.0
162,1995,Conflict_and_terrorism,0.0022595191,0.001455486,0.006628049715207197,0.055040929647417546,01/01/1995,1995.0,67210.0,1995.0,3294053.0
163,1995,Diabetes_mellitus,0.0211992707333333,0.01675054,0.011541209298921263,0.055040929647417546,01/01/1995,1995.0,773490.0,1995.0,31445907.0
164,1995,Diarrheal_diseases,0.0457486245666666,0.057891633,0.01938920196543352,0.055040929647417546,01/01/1995,1995.0,2673263.0,1995.0,66234950.0
165,1995,Digestive_diseases,0.0446275642333333,0.042970791,0.002862351227032581,0.055040929647417546,01/01/1995,1995.0,1984263.0,1995.0,65634720.0
166,1995,Drowning,0.0071236388333333,0.009470144,0.009161155851495151,0.055040929647417546,01/01/1995,1995.0,437303.0,1995.0,10301680.0
167,1995,Drug_use_disorders,0.0017981281999999,0.001732139,0.0005558214924030944,0.055040929647417546,01/01/1995,1995.0,79985.0,1995.0,2656068.0
168,1995,Environmental_heat_and_cold_exposure,0.0012280231333333,0.001572969,0.0032652775436851984,0.055040929647417546,01/01/1995,1995.0,72635.0,1995.0,1788841.0
169,1995,Exposure_to_forces_of_nature,0.001022777,0.00041512,0.00814293951871876,0.055040929647417546,01/01/1995,1995.0,19169.0,1995.0,1490132.0
170,1995,Fire__heat__and_hot_substances,0.0024682614333333,0.002783268,0.0021769460253625943,0.055040929647417546,01/01/1995,1995.0,128523.0,1995.0,3602770.0
171,1995,HIV_AIDS,0.0246658895666666,0.020322664,0.01036340392717102,0.055040929647417546,01/01/1995,1995.0,938440.0,1995.0,36363057.0
172,1995,Interpersonal_violence,0.0087111634666666,0.0096205,0.0033742831603425,0.055040929647417546,01/01/1995,1995.0,444246.0,1995.0,12750846.0
173,1995,Lower_respiratory_infections,0.0575575027666666,0.068189223,0.015494199346103549,0.055040929647417546,01/01/1995,1995.0,3148775.0,1995.0,83768028.0
174,1995,Malaria,0.0173775603333333,0.018680851,0.0034634199655088987,0.055040929647417546,01/01/1995,1995.0,862626.0,1995.0,25342671.0
175,1995,Maternal_disorders,0.0053175714333333,0.006292113,0.004538145795835231,0.055040929647417546,01/01/1995,1995.0,290551.0,1995.0,7726815.0
176,1995,Meningitis,0.0072578576333333,0.008875108,0.00639750724729334,0.055040929647417546,01/01/1995,1995.0,409826.0,1995.0,10524355.0
177,1995,Neonatal_disorders,0.0528678873,0.062230264,0.014220628278744785,0.055040929647417546,01/01/1995,1995.0,2873608.0,1995.0,76857422.0
178,1995,Neoplasms,0.1556181686999999,0.138659473,0.01692964260292388,0.055040929647417546,01/01/1995,1995.0,6402881.0,1995.0,229747730.0
